Filial;Pedido;Ped EBS;Razão Social;Fim Ciclo;OTIF;ON_TIME;IN_FULL;Data Emissão;Data Previsão;Data Ult Ent;Prev KG;Entregue KG;Cancel KG;Pendente KG;CNPJ
01M;76136113;33549019;F M M COMERCIO DE ALIMENTOS E MATERIAL DE CONSTRUCAO LTDA;N;;;;31/01/2022;01/02/2022;01/02/2022;50,48;0,48;0;50;3,95408E+13
421;64692906;33496622;H MORAIS DE MEDEIROS ME;N;;;;21/01/2022;27/01/2022;01/02/2022;560,486;489,376;8;63,11;3,07686E+12
21;24464832;33526104;ANTONIO PEREIRA DA CRUZ JUNIOR - ME;N;;;;26/01/2022;03/02/2022;01/02/2022;64,48;52,12;0;12,36;2,3143E+13
433;61798671;33438503;F. C. DISTRIBUIDORA DE FRIOS EIRELI;S;N;N;N;11/01/2022;12/01/2022;01/02/2022;1348,83;1310,23;38,6;0;2,13109E+13
433;61798723;33540583;F. C. DISTRIBUIDORA DE FRIOS EIRELI;S;N;S;N;28/01/2022;01/02/2022;01/02/2022;664;352;312;0;2,13109E+13
421;56090791;33519776;L F S COMERCIO E IMPORTACAO DE ALIMENTOS;N;;;;25/01/2022;03/02/2022;01/02/2022;609,16;505,435;0;103,725;1,50998E+13
421;52552428;33537239;WANDERLEY BRAGA DE SOUSA - ME;S;N;N;S;28/01/2022;28/01/2022;01/02/2022;100;100;0;0;1,72963E+13
421;48313160;33517817;JOSE RICARDO PEREIRA DA SILVA 0967443970;S;S;S;S;25/01/2022;03/02/2022;01/02/2022;200;200;0;0;3,22419E+13
21;24464829;33511273;R N VIEIRA DA SILVA COM;N;;;;24/01/2022;03/02/2022;01/02/2022;91,195;81,755;0;9,44;6,20316E+12
23;85298110;33538593;DENNYS E OLIVEIRA PANIFICADORA LTDA -EPP;S;N;N;S;28/01/2022;28/01/2022;01/02/2022;200;200;0;0;4,26831E+13
433;21698456;33541482;SUPERMERCADOS MJ DE GOIS LTDA;N;;;;28/01/2022;01/02/2022;01/02/2022;940,82;797,9;0;142,92;1,07708E+13
433;21698457;33541556;SUPERMERCADOS MJ DE GOIS LTDA;N;;;;28/01/2022;01/02/2022;01/02/2022;803,362;672,888;0;130,474;1,07708E+13
433;21698463;33541624;SUPERMERCADOS MJ DE GOIS LTDA;S;S;S;S;28/01/2022;01/02/2022;01/02/2022;104,52;104,52;0;0;1,07708E+13
23;70998230;33541099;L ANDRADE SOUSA - ME;N;;;;28/01/2022;01/02/2022;01/02/2022;100,96;80,2;3;17,76;2,46089E+13
426;6731749;33537700;ARMAZEM MATEUS S.A.;S;S;S;S;26/01/2022;08/02/2022;01/02/2022;12000;12000;0;0;2,34394E+13
421;39501612;33507505;ERIVANDA DO NASCIMENTO SOUZA ME;S;N;N;N;24/01/2022;27/01/2022;01/02/2022;58,14;55,74;2,4;0;4,09049E+12
23;10723851;33534159;AUXILIADORA DE LUCENA MACEDO SOUSA -ME;S;N;S;N;27/01/2022;07/02/2022;01/02/2022;87,364;47,54;39,824;0;4,1812E+13
23;10723849;33523408;PAULO ROBERTO MARTINS DA SILVA;S;N;S;N;26/01/2022;07/02/2022;01/02/2022;98,048;78,824;19,224;0;1,88112E+13
433;12770429;33471919;J L DE MEDEIROS & ARAUJO LTDA;N;;;;17/01/2022;18/01/2022;01/02/2022;316,072;286,672;0;29,4;4,0792E+13
433;59162848;33530594;FRANCINALDO PEREIRA DE OLIVEIRA ME;N;;;;27/01/2022;03/02/2022;01/02/2022;1124,009;853,159;0;270,85;2,43696E+13
433;59162849;33530605;FRANCINALDO PEREIRA DE OLIVEIRA ME;N;;;;27/01/2022;03/02/2022;01/02/2022;298;274;0;24;2,43696E+13
23;25995766;33515871;IRANY HONORIO DA SILVA;S;S;S;S;25/01/2022;01/02/2022;01/02/2022;2500;2500;0;0;6,96116E+13
23;25995767;33515872;IRANY HONORIO DA SILVA;S;N;N;N;25/01/2022;31/01/2022;01/02/2022;1680;1575;105;0;6,96116E+13
23;25995768;33515873;IRANY HONORIO DA SILVA;S;N;S;N;25/01/2022;01/02/2022;01/02/2022;480;432;48;0;6,96116E+13
23;25995769;33515876;IRANY HONORIO DA SILVA;S;N;S;N;25/01/2022;01/02/2022;01/02/2022;2364,56;2009,28;355,28;0;6,96116E+13
23;25995770;33515879;IRANY HONORIO DA SILVA;S;S;S;S;25/01/2022;01/02/2022;01/02/2022;371,5;371,5;0;0;6,96116E+13
20;37840140;33514313;J. NORONHA NETO MERCEARIA ME;S;N;S;N;25/01/2022;03/02/2022;01/02/2022;47,945;30,745;17,2;0;7,97716E+12
01M;76652864;33438443;MERCANTIL SAMUEL UCHOA LTDA - EPP;N;;;;11/01/2022;12/01/2022;01/02/2022;1115,424;1038,916;3;73,508;5,21566E+12
01M;76652932;33490626;MERCANTIL SAMUEL UCHOA LTDA - EPP;S;N;N;N;20/01/2022;21/01/2022;01/02/2022;485,42;467,02;18,4;5,68E-14;5,21566E+12
01M;76652974;33529882;MERCANTIL SAMUEL UCHOA LTDA - EPP;N;;;;27/01/2022;28/01/2022;01/02/2022;225,14;151,94;0;73,2;5,21566E+12
01M;76652980;33530435;MERCANTIL SAMUEL UCHOA LTDA - EPP;S;N;N;N;27/01/2022;28/01/2022;01/02/2022;649,376;630,176;19,2;-1,14E-13;5,21566E+12
23;68128732;33543618;MERCADINHO SERGIPE LTDA - ME;S;N;S;N;29/01/2022;01/02/2022;01/02/2022;59,39;55,19;4,2;0;2,37611E+12
421;6441055;33510755;BENEDITO BEZERRA DA SILVA 88809625315;S;N;S;N;24/01/2022;03/02/2022;01/02/2022;77,198;73,483;3,715;-1,42E-14;2,53321E+13
01M;50453069;33443707;SUPERMERCADO TELEFRANGO LTDA - ME;N;;;;11/01/2022;13/01/2022;01/02/2022;932,343;858,743;0;73,6;9,51762E+12
01M;50453085;33490408;SUPERMERCADO TELEFRANGO LTDA - ME;N;;;;20/01/2022;21/01/2022;01/02/2022;1715,208;1624,17;0;91,038;9,51762E+12
01M;50453131;33548514;SUPERMERCADO TELEFRANGO LTDA - ME;N;;;;31/01/2022;01/02/2022;01/02/2022;3084,088;2753,854;0;330,234;9,51762E+12
421;52552375;33531129;ANA MARIA BEZERRA E SILVA 90839013353;S;S;S;S;26/01/2022;03/02/2022;01/02/2022;100;100;0;0;1,76441E+13
01M;30266387;33539565;MASTER DISTRIBUIDORA DE ALIMENTOS EIRELI;N;;;;28/01/2022;01/02/2022;01/02/2022;480;360;0;120;7,02986E+12
01M;58911305;33484498;MASTER DISTRIBUIDORA DE ALIMENTOS EIRELI;S;N;N;S;31/12/2021;20/01/2022;01/02/2022;4800;4800;0;0;7,02986E+12
01M;64790943;33484579;MASTER DISTRIBUIDORA DE ALIMENTOS EIRELI;S;S;S;S;31/12/2021;20/01/2022;01/02/2022;5317,92;5317,92;0;0;7,02986E+12
01M;64790944;33486104;MASTER DISTRIBUIDORA DE ALIMENTOS EIRELI;N;;;;31/12/2021;21/01/2022;01/02/2022;9113,56;8537,56;0;576;7,02986E+12
23;18916569;33549699;M F OLIVEIRA FILHO;N;;;;31/01/2022;01/02/2022;01/02/2022;125,044;119,044;0;6;6,13486E+12
23;68128735;33549183;VALDECI DA SILVA LIMA - ME;N;;;;31/01/2022;01/02/2022;01/02/2022;336,6;265,2;0;71,4;1,71772E+13
20;80880093;33536289;QUEIROZ DISTRIBUIDORA LTDA EPP;N;;;;26/01/2022;03/02/2022;01/02/2022;234,59;122,78;0;111,81;9,30503E+12
20;80880097;33536292;QUEIROZ DISTRIBUIDORA LTDA EPP;S;S;S;S;26/01/2022;03/02/2022;01/02/2022;386;386;0;0;9,30503E+12
426;59310346;33537699;ARMAZEM MATEUS S.A.;S;S;S;S;26/01/2022;08/02/2022;01/02/2022;12000;12000;0;0;2,34394E+13
23;68128729;33541756;EXPEDITA DE SOUSA CABRAL;S;N;S;N;28/01/2022;01/02/2022;01/02/2022;45,7;37,3;8,4;7,11E-15;7,24667E+12
421;42510923;33446494;SUPERMERCADO RIOS LTDA - ME;S;N;N;N;12/01/2022;17/01/2022;01/02/2022;1071,294;1014,696;56,598;0;3,20574E+12
23;68128731;33541757;ERISLETE ALVES MENDES;S;N;S;N;28/01/2022;01/02/2022;01/02/2022;72,3;52,5;19,8;0;1,13714E+13
21;73909122;33457474;CARLINDO COSTA SANTOS - ME;N;;;;14/01/2022;19/01/2022;01/02/2022;1737,078;1681,518;0;55,56;8,69005E+12
23;10723846;33523377;AGENOR RODRIGUES DE LOIOLA ME;S;S;S;S;26/01/2022;07/02/2022;01/02/2022;150;150;0;0;6,72307E+12
421;39501614;33510490;ANA LUCIA DE ALMEIDA MARTINS 83834826391;S;S;S;S;24/01/2022;03/02/2022;01/02/2022;48;48;0;0;1,88694E+13
433;20128625;33536629;SUPERMERCADO VAREJISTA CASA VERDE LTDA;S;N;N;N;27/01/2022;31/01/2022;01/02/2022;104,84;41,32;63,52;0;1,50432E+13
433;20128628;33536632;SUPERMERCADO VAREJISTA CASA VERDE LTDA;S;N;N;S;27/01/2022;31/01/2022;01/02/2022;95,48;95,48;0;0;1,50432E+13
421;92213508;33534189;FERNANDES CESAR MONTEIRO - ME;S;N;S;N;27/01/2022;03/02/2022;01/02/2022;722,81;545,64;177,17;0;4,4214E+12
21;67419617;33524911;V E FRANCA - ME;N;;;;26/01/2022;02/02/2022;01/02/2022;140,408;130,088;0;10,32;1,47988E+13
21;67419618;33524912;V E FRANCA - ME;S;S;S;S;26/01/2022;02/02/2022;01/02/2022;29,72;29,72;0;0;1,47988E+13
21;67419619;33524913;V E FRANCA - ME;S;S;S;S;26/01/2022;02/02/2022;01/02/2022;12,6;12,6;0;0;1,47988E+13
20;37840172;33531874;EDIMEIRA A F DE MORAIS;S;N;S;N;27/01/2022;03/02/2022;01/02/2022;149,8;129,8;20;0;4,69386E+12
20;37840173;33531877;EDIMEIRA A F DE MORAIS;S;S;S;S;27/01/2022;03/02/2022;01/02/2022;0,48;0,48;0;0;4,69386E+12
20;58581738;33533040;MARIA ELIANE RODRIGUES SILVA NUNES ME;N;;;;27/01/2022;03/02/2022;01/02/2022;94,76;15,48;0;79,28;1,58414E+13
20;58581739;33533045;MARIA ELIANE RODRIGUES SILVA NUNES ME;S;S;S;S;27/01/2022;03/02/2022;01/02/2022;3,9;3,9;0;0;1,58414E+13
01M;50453096;33521362;SUPERMERCADO ANALI LTDA;N;;;;25/01/2022;27/01/2022;01/02/2022;1765,064;1643,128;0;121,936;2,10948E+13
01M;50453097;33521239;SUPERMERCADO ANALI LTDA;N;;;;25/01/2022;27/01/2022;01/02/2022;1298,692;1197,944;0;100,748;2,10948E+13
20;75150634;33529714;ANTONIO MENDES DA SILVA FILHO;S;S;S;S;27/01/2022;03/02/2022;01/02/2022;73,12;72,16;0,96;1,42E-14;3,05439E+13
426;12588180;33535887;RMC COMERCIO DE ALIMENTOS LTDA;S;S;S;S;28/01/2022;03/02/2022;01/02/2022;210;210;0;0;3,22673E+13
426;12588181;33535888;RMC COMERCIO DE ALIMENTOS LTDA;S;S;S;S;28/01/2022;03/02/2022;01/02/2022;1470;1470;0;0;3,22673E+13
426;12588193;33555779;RMC COMERCIO DE ALIMENTOS LTDA;S;S;S;S;31/01/2022;03/02/2022;01/02/2022;800;800;0;0;3,22673E+13
421;49081655;33497817;SUPERMERCADO DOIS IRMAOS GUARACIABA LTDA;N;;;;21/01/2022;27/01/2022;01/02/2022;1086,24;919,096;0;167,144;2,40436E+12
421;49081682;33519703;SUPERMERCADO DOIS IRMAOS GUARACIABA LTDA;S;S;S;S;25/01/2022;03/02/2022;01/02/2022;1600;1600;0;0;2,40436E+12
421;49081683;33519704;SUPERMERCADO DOIS IRMAOS GUARACIABA LTDA;S;S;S;S;25/01/2022;03/02/2022;01/02/2022;21,2;21,2;0;0;2,40436E+12
421;49081712;33534994;SUPERMERCADO DOIS IRMAOS GUARACIABA LTDA;S;N;S;N;27/01/2022;03/02/2022;01/02/2022;341,2;328,6;12,6;-5,68E-14;2,40436E+12
421;49081713;33534995;SUPERMERCADO DOIS IRMAOS GUARACIABA LTDA;S;S;S;S;27/01/2022;03/02/2022;01/02/2022;16,96;16,96;0;0;2,40436E+12
21;66788924;33529504;MYCHELY C DOS SANTOS - ME;S;S;S;S;27/01/2022;03/02/2022;01/02/2022;84;84;0;0;3,84592E+13
01M;35570808;33549283;FREITAS SUPERMERCADO LTDA;S;N;S;N;31/01/2022;01/02/2022;01/02/2022;2304,523;1811,265;493,258;0;7,37701E+13
421;68633346;33481813;F DA ROCHA PEREIRA - ME;S;N;N;S;18/01/2022;27/01/2022;01/02/2022;72;72;0;0;1,40955E+13
421;68633447;33537894;F DA ROCHA PEREIRA - ME;N;;;;27/01/2022;03/02/2022;01/02/2022;84;48;0;36;1,40955E+13
421;68633448;33537895;F DA ROCHA PEREIRA - ME;S;S;S;S;27/01/2022;03/02/2022;01/02/2022;96;96;0;0;1,40955E+13
421;20071700;33414585;L M ARACATI COMERCIO DE CEREAIS LTDAEPP;S;N;N;N;06/01/2022;11/01/2022;01/02/2022;971,496;856,522;114,974;0;9,75297E+13
421;20071755;33460779;L M ARACATI COMERCIO DE CEREAIS LTDAEPP;N;;;;14/01/2022;18/01/2022;01/02/2022;2558,889;2392,305;0;166,584;9,75297E+13
421;20071804;33497954;L M ARACATI COMERCIO DE CEREAIS LTDAEPP;S;N;N;N;21/01/2022;25/01/2022;01/02/2022;1287,75;917,896;369,854;0;9,75297E+13
421;20071845;33530543;L M ARACATI COMERCIO DE CEREAIS LTDAEPP;S;N;N;N;27/01/2022;31/01/2022;01/02/2022;2197,952;2160,802;37,15;0;9,75297E+13
421;20071854;33533180;L M ARACATI COMERCIO DE CEREAIS LTDAEPP;S;N;S;N;27/01/2022;01/02/2022;01/02/2022;2534,366;2081,268;453,098;0;9,75297E+13
01M;11532509;33500352;EVANIO ANJOS DE FREITAS ME;S;N;N;N;21/01/2022;25/01/2022;01/02/2022;138,766;123,736;15,03;0;1,54165E+13
23;75748152;33506534;A. DIAS LIARTE JUNIOR - ME;S;N;N;N;24/01/2022;27/01/2022;01/02/2022;75,3;54,7;20,6;-1,42E-14;1,9295E+13
421;52552400;33525351;A E A M COMERCIO LTDA - ME;S;S;S;S;26/01/2022;03/02/2022;01/02/2022;36,2;36,2;0;0;9,43755E+12
01M;40950700;33542359;PIATO PIZZARIA PASSARE LTDA - EPP;S;S;S;S;28/01/2022;01/02/2022;01/02/2022;250;250;0;0;2,90357E+13
421;48313156;33514913;GLESCIO ANTONIO DE CARVALHO 00863003346;S;N;S;N;25/01/2022;03/02/2022;01/02/2022;33,368;24,968;8,4;0;2,06065E+13
421;66578950;33533711;J. S. T. FERREIRA GOMES SUPERMERCADOSLTD;S;N;S;N;27/01/2022;03/02/2022;01/02/2022;661,14;595,74;65,4;0;1,03607E+13
20;70833779;33535290;F G COMERCIO DE ARTIGOS DE CEREAIS LTDA;S;N;S;N;27/01/2022;03/02/2022;01/02/2022;47;31;16;0;1,68613E+13
421;26912137;33526418;EDIMILSON ANTONIO DE OLIVEIRA FILHO 7461;S;N;S;N;26/01/2022;03/02/2022;01/02/2022;52,56;44,56;8;0;1,34264E+13
421;54940718;33474865;L. F. PAIVA JUNIOR;N;;;;17/01/2022;24/01/2022;01/02/2022;180,394;135,524;1,2;43,67;9,35038E+12
421;48313154;33514911;VALDERI B DE SOUSA - ME;S;N;S;N;25/01/2022;03/02/2022;01/02/2022;33,545;29,83;3,715;0;1,43318E+13
21;24464617;33213431;L A A DA SILVA;S;N;N;S;01/12/2021;06/12/2021;01/02/2022;23,43;23,43;0;0;5,97518E+12
21;24464833;33526105;L A A DA SILVA;S;S;S;S;26/01/2022;03/02/2022;01/02/2022;20,968;20,968;0;0;5,97518E+12
421;48313155;33514912;LUIZ GONZAGA DA SILVA 78537673749;S;N;S;N;25/01/2022;03/02/2022;01/02/2022;42,878;34,363;8,515;0;1,43318E+13
421;64692936;33537632;SILVIANE FURTADO MENDES ME;S;N;S;N;28/01/2022;03/02/2022;01/02/2022;115,8;112,2;3,6;0;3,66213E+12
21;59536405;33531450;ARMAZEM MATEUS S.A.;S;S;S;S;31/12/2021;15/02/2022;01/02/2022;27000;27000;0;0;2,34394E+13
421;92213486;33518753;MARIA JOSIANE VASCONCELOS ME;S;N;S;N;25/01/2022;03/02/2022;01/02/2022;32,8;16,8;16;0;9,6436E+12
421;6441053;33512624;MARINA RODRIGUES ANDRADE;S;S;S;S;24/01/2022;03/02/2022;01/02/2022;154,6;154,6;0;0;1,77538E+13
20;37840169;33531868;G. K. BEZERRA SOARES ME;S;S;S;S;27/01/2022;03/02/2022;01/02/2022;219,6;219,6;0;0;8,60234E+12
20;37840170;33531871;G. K. BEZERRA SOARES ME;S;S;S;S;27/01/2022;03/02/2022;01/02/2022;0,48;0,48;0;0;8,60234E+12
421;36493540;33523151;C S M TIMBO BEZERRA ME;S;N;S;N;26/01/2022;03/02/2022;01/02/2022;56,8;50,2;6,6;-7,11E-15;5,74594E+12
01M;59387701;33549490;J B COMERCIO DE ALIMENTOS EIRELI;N;;;;31/01/2022;01/02/2022;01/02/2022;456,648;402,223;0;54,425;2,34739E+13
421;6441051;33512737;RITA MARTINS GOMES 78876400320;S;S;S;S;24/01/2022;03/02/2022;01/02/2022;91,2;91,2;0;0;2,89986E+13
421;74844631;33539161;FRANCISCO R. C. DE ALBUQUERQUE - EPP;N;;;;28/01/2022;10/02/2022;01/02/2022;1087,024;891,864;0;195,16;8,30617E+12
421;65812664;33473486;MERCANTIL DLS DE ALIM LTDA;N;;;;17/01/2022;27/01/2022;01/02/2022;391,87;330,37;1,2;60,3;1,57107E+13
421;65812693;33517305;MERCANTIL DLS DE ALIM LTDA;N;;;;25/01/2022;03/02/2022;01/02/2022;682,13;640,62;0;41,51;1,57107E+13
433;59162822;33494835;BONERJAO SUPERMERCADO LTDA - ME;S;N;N;S;21/01/2022;27/01/2022;01/02/2022;1500;1500;0;0;7,00334E+13
421;39501616;33510492;ANTONIO SIMAO BRITO 89401344353;S;N;S;N;24/01/2022;03/02/2022;01/02/2022;100,2;96;4,2;0;3,522E+13
01M;59387702;33549539;MERCADINHO PONTO DO PEIXE LTDA - ME;S;N;S;N;31/01/2022;01/02/2022;01/02/2022;195,83;183,92;11,91;2,84E-14;1,51989E+13
01M;42745087;33506896;DISTRIBUIDORA DE ALIMENTOS FARTURA S/A;S;N;N;N;24/01/2022;25/01/2022;01/02/2022;289,2;145,2;144;0;3,72088E+12
01M;42745088;33506897;DISTRIBUIDORA DE ALIMENTOS FARTURA S/A;S;N;N;S;24/01/2022;25/01/2022;01/02/2022;186,24;186,24;0;0;3,72088E+12
01M;42745089;33506945;DISTRIBUIDORA DE ALIMENTOS FARTURA S/A;S;N;N;S;24/01/2022;25/01/2022;01/02/2022;86,4;86,4;0;0;3,72088E+12
421;55725308;33477664;ALANDA B. C. DE ALBUQUERQUE - ME;N;;;;28/12/2021;07/01/2022;01/02/2022;1189,468;1099,638;3,6;86,23;1,13457E+13
421;74844632;33539169;ALANDA B. C. DE ALBUQUERQUE - ME;S;S;S;S;28/01/2022;10/02/2022;01/02/2022;250;250;0;0;1,13457E+13
433;8012718;33542904;COMERCIAL SAO SEBASTIAO EIRELI - EPP;S;S;S;S;29/01/2022;01/02/2022;01/02/2022;126;126;0;0;2,14093E+13
433;8012719;33542905;COMERCIAL SAO SEBASTIAO EIRELI - EPP;S;S;S;S;29/01/2022;01/02/2022;01/02/2022;336;336;0;0;2,14093E+13
23;47430175;33524256;JOSE MARCELINO BORGES DA SILVA;S;N;S;N;26/01/2022;08/02/2022;01/02/2022;38;30;8;0;7,26907E+12
433;21698474;33545862;MEDEIROS E MAIA LTDA;N;;;;30/01/2022;01/02/2022;01/02/2022;323,392;290,304;0;33,088;5,84641E+12
421;65812699;33522477;EVILASIA MARIA DE ALMEIDA - ME;S;N;S;N;26/01/2022;03/02/2022;01/02/2022;31;9,4;21,6;0;1,31866E+13
21;30266109;33529609;MARIA LUIZA COSTA PRIVADO 62270840348;S;S;S;S;27/01/2022;02/02/2022;01/02/2022;2,4;2,4;0;0;3,27456E+13
21;67419620;33529608;MARIA LUIZA COSTA PRIVADO 62270840348;S;S;S;S;27/01/2022;02/02/2022;01/02/2022;21,2;21,2;0;0;3,27456E+13
21;40210553;33557891;E. F. COMERCIO DE ALIMENTOS LTDA - EPP;S;S;S;S;20/01/2022;07/02/2022;01/02/2022;15000;15000;0;0;1,21335E+13
433;21698465;33541627;SUPERMERCADOS MJ DE GOIS LTDA;S;S;S;S;28/01/2022;01/02/2022;01/02/2022;127,15;127,15;0;0;1,07708E+13
421;66578872;33455679;GENIVALDO FONTELE PEREIRA 01060515393;N;;;;13/01/2022;20/01/2022;01/02/2022;914,54;806,88;8;99,66;2,33016E+13
421;66578960;33538595;GENIVALDO FONTELE PEREIRA 01060515393;N;;;;28/01/2022;03/02/2022;01/02/2022;1424,464;1385,304;0;39,16;2,33016E+13
421;15379086;33534658;S P DE LIMA COML DE ALIM LTDA;N;;;;27/01/2022;03/02/2022;01/02/2022;2232;1812;0;420;2,34822E+13
421;15379087;33534659;S P DE LIMA COML DE ALIM LTDA;S;S;S;S;27/01/2022;03/02/2022;01/02/2022;74,4;74,4;0;0;2,34822E+13
20;37840131;33509948;ZULENE GONCALVES BARRETO ANDRADE 39252353372;S;S;S;S;24/01/2022;03/02/2022;01/02/2022;52;52;0;0;3,25459E+13
20;37840132;33509950;ZULENE GONCALVES BARRETO ANDRADE 39252353372;S;S;S;S;24/01/2022;03/02/2022;01/02/2022;0,48;0,48;0;0;3,25459E+13
421;42510976;33517155;MARCOS ANTONIO DE S VASCONCELOS;S;S;S;S;25/01/2022;03/02/2022;01/02/2022;300;300;0;0;1,29515E+13
421;92213472;33505579;MARIANA ALBUQUERQUE CRUZ 02493877357;S;N;N;S;24/01/2022;28/01/2022;01/02/2022;50;50;0;0;3,05557E+13
21;30266034;33525579;G R LOPES E CIA LTDA - ME;S;S;S;S;26/01/2022;03/02/2022;01/02/2022;10,16;10,16;0;0;3,51761E+13
21;8217253;33525578;G R LOPES E CIA LTDA - ME;S;S;S;S;26/01/2022;03/02/2022;01/02/2022;80,4;80,4;0;0;3,51761E+13
426;89873736;33460821;DENIVALDO F. MOUZINHO - ME;N;;;;14/01/2022;20/01/2022;01/02/2022;2428;2308;0;120;7,84032E+12
20;75150527;33461634;SUPER SELETO LTDA;N;;;;14/01/2022;20/01/2022;01/02/2022;405,66;357,1;0;48,56;1,05572E+13
20;75150578;33499510;SUPER SELETO LTDA;N;;;;21/01/2022;27/01/2022;01/02/2022;382,293;306,293;0;76;1,05572E+13
20;75150650;33530510;SUPER SELETO LTDA;S;S;S;S;27/01/2022;03/02/2022;01/02/2022;45;45;0;0;1,05572E+13
421;65812695;33517861;COMERCIAL FG VARIEDADES LTDA - ME;S;N;S;N;25/01/2022;03/02/2022;01/02/2022;65,4;61,2;4,2;0;4,06002E+13
421;68633456;33537667;ANA CRISTINA VASCONCELOS DA SILVA 04871160386;S;N;S;N;28/01/2022;03/02/2022;01/02/2022;30,544;28,144;2,4;3,55E-15;4,40437E+13
20;60950285;33529350;JOSE JUNIOR PAULO LOURENCO;S;S;S;S;27/01/2022;04/02/2022;01/02/2022;68,4;68,4;0;0;2,2023E+13
20;60950286;33529351;JOSE JUNIOR PAULO LOURENCO;S;S;S;S;27/01/2022;04/02/2022;01/02/2022;77;77;0;0;2,2023E+13
421;74844596;33508482;MARIA HELENA ALVES DOS SANTOS 0010856439;S;S;S;S;24/01/2022;03/02/2022;01/02/2022;42,968;42,368;0,6;0;2,16373E+13
01M;59387580;33455500;JOANA DARQUE PEREIRA DE SOUZA ME;N;;;;13/01/2022;17/01/2022;01/02/2022;720,372;663,012;0;57,36;3,07549E+11
01M;59387616;33490730;JOANA DARQUE PEREIRA DE SOUZA ME;N;;;;20/01/2022;21/01/2022;01/02/2022;569,678;515,49;0;54,188;3,07549E+11
01M;59387685;33541645;JOANA DARQUE PEREIRA DE SOUZA ME;N;;;;28/01/2022;30/01/2022;01/02/2022;1214,179;1147,914;0;66,265;3,07549E+11
01M;59387686;33541648;JOANA DARQUE PEREIRA DE SOUZA ME;S;N;N;S;28/01/2022;30/01/2022;01/02/2022;9,6;9,6;0;0;3,07549E+11
01M;59387694;33541650;JOANA DARQUE PEREIRA DE SOUZA ME;S;N;N;S;28/01/2022;30/01/2022;01/02/2022;4,2;4,2;0;0;3,07549E+11
20;58581721;33526174;LUIZ S SOUZA - ME;S;S;S;S;26/01/2022;03/02/2022;01/02/2022;67;66,04;0,96;0;3,52457E+13
20;58581722;33526175;LUIZ S SOUZA - ME;N;;;;26/01/2022;03/02/2022;01/02/2022;32,5;14;0;18,5;3,52457E+13
01M;50453086;33490744;SUPERMERCADO TELEFRANGO LTDA - ME;N;;;;20/01/2022;21/01/2022;01/02/2022;374,754;338,8;0;35,954;9,51762E+12
01M;50453130;33548457;SUPERMERCADO TELEFRANGO LTDA - ME;N;;;;31/01/2022;01/02/2022;01/02/2022;1875,875;1721,655;0;154,22;9,51762E+12
421;6441071;33525872;MIGUEL AUGUSTO MAIA ME;S;S;S;S;26/01/2022;03/02/2022;01/02/2022;30;30;0;0;1,44985E+12
426;89873733;33460428;IRACEMA C. DE S. CORREA;N;;;;14/01/2022;20/01/2022;01/02/2022;807,144;753,544;0;53,6;3,63025E+12
01M;93556937;33525544;G. ROCHA SUPERMECADOS LTDA - ME;S;N;N;S;26/01/2022;28/01/2022;01/02/2022;65;65;0;0;3,50713E+13
421;56090803;33534249;F G PARENTE DE ALBUQUERQUE JUNIOR ME;S;N;S;N;27/01/2022;03/02/2022;01/02/2022;53,848;42,488;11,36;0;7,24388E+13
421;56090804;33534251;F G PARENTE DE ALBUQUERQUE JUNIOR ME;S;N;S;N;27/01/2022;03/02/2022;01/02/2022;47,708;42,308;5,4;0;7,24388E+13
01M;42744142;33471239;CENCOSUD BRASIL COMERCIAL S/A;S;N;N;N;17/01/2022;18/01/2022;01/02/2022;43,468;26,5;16,968;0;3,93469E+13
01M;42744725;33530170;CENCOSUD BRASIL COMERCIAL S/A;S;N;N;S;20/01/2022;28/01/2022;01/02/2022;34;34;0;0;3,93469E+13
01M;42745084;33530173;CENCOSUD BRASIL COMERCIAL S/A;S;N;N;S;24/01/2022;28/01/2022;01/02/2022;5;5;0;0;3,93469E+13
01M;42745897;33530180;CENCOSUD BRASIL COMERCIAL S/A;S;N;N;N;27/01/2022;28/01/2022;01/02/2022;415,856;375,488;40,368;0;3,93469E+13
20;47486730;33443228;ANDREIA LUCAS DE OLIVEIRA;S;N;N;N;12/01/2022;20/01/2022;01/02/2022;661,2;444,6;216,6;1,14E-13;1,47133E+13
20;47486731;33443230;ANDREIA LUCAS DE OLIVEIRA;S;N;N;S;12/01/2022;20/01/2022;01/02/2022;1240;1240;0;0;1,47133E+13
20;47486775;33493106;ANDREIA LUCAS DE OLIVEIRA;N;;;;20/01/2022;27/01/2022;01/02/2022;1870;1470;0;400;1,47133E+13
01M;78621036;33519040;HAF DISTRIB LTDA;S;S;S;S;25/01/2022;10/02/2022;01/02/2022;14817,6;14817,6;0;0;1,99204E+12
421;92213474;33506320;JANIO MARQUES DE SOUSA - ME;S;N;N;S;24/01/2022;27/01/2022;01/02/2022;125;125;0;0;9,17913E+12
421;68633387;33497653;RAIMUNDO JOSE SAMPAIO DE MATOS;S;N;N;N;21/01/2022;27/01/2022;01/02/2022;134,756;118,326;16,43;0;1,23363E+13
421;74844561;33472802;JARLINDA SOUZA ALBUQUERQUE 06757348357;S;N;N;N;17/01/2022;27/01/2022;01/02/2022;42,04;23,64;18,4;0;3,53363E+13
